Station_Name,Province,City,Cnty,Station_Id_d,Station_Id_C,Station_levl,Lat,Lon,Alti,Year,Mon,Day,Hour,Min,PRS_Sea,WIN_S_INST,WIN_D_INST,WIN_S_Avg_2mi,WIN_D_Avg_2mi,GST,TEM,RHU,PRE,DPT,timetag
三义寨,河南省,开封市,兰考县,795271,O5271,14,34.825,114.7544,66,2021,7,20,8,30,999999,999999,999999,1.3,12,999999,25.7,999999,999999,999999,202107200830
石门,河南省,南阳市,南召县,792711,O2711,16,33.2892,112.4828,188,2021,7,20,8,30,999999,1.1,167,1.1,156,999999,26,91,999999,24.4,202107200830
陵川六泉,山西省,晋城市,陵川县,668462,B8462,14,35.7953,113.4617,1284,2021,7,20,8,30,999999,2.3,84,3.4,58,999999,16.5,999999,999999,999999,202107200830
只乐,河南省,许昌市,鄢陵县,796089,O6089,14,33.9653,114.1503,59,2021,7,20,8,30,999999,1.9,92,1.9,84,999999,29,999999,999999,999999,202107200830
马庄桥,河南省,濮阳市,清丰县,792036,O2036,14,35.9142,114.9758,51,2021,7,20,8,30,999999,999999,999999,2,10,999999,24.7,999999,999999,999999,202107200830
古城小靳庄,河南省,许昌市,禹州市,792339,O2339,14,34.2456,113.4989,183,2021,7,20,8,30,999999,4.2,70,4.4,86,999999,25.9,999999,999999,999999,202107200830
纸坊,河南省,平顶山市,汝州市,792362,O2362,14,34.1028,112.9472,164.3,2021,7,20,8,30,999999,2.5,327,1.8,331,999999,23.5,999999,999999,999999,202107200830
产业区,河南省,开封市,兰考县,795268,O5268,14,34.8164,114.8664,74,2021,7,20,8,30,999999,3.6,42,4.2,40,999999,26.1,999999,999999,999999,202107200830
孟津朝阳小学,河南省,洛阳市,孟津区,794695,O4695,14,34.7664,112.4583,283,2021,7,20,8,30,999999,7.8,72,5,69,999999,21.6,999999,999999,999999,202107200830
秣陵,河南省,周口市,项城市,792440,O2440,14,33.2333,114.8156,43,2021,7,20,8,30,999999,999999,999999,3.6,106,999999,30.7,999999,999999,999999,202107200830
朱仙镇,河南省,开封市,祥符区,792294,O2294,16,34.6139,114.2664,75,2021,7,20,8,30,999999,3.4,56,3.2,59,999999,26,96,999999,25.3,202107200830
八台,河南省,平顶山市,舞钢市,796326,O6326,14,33.3886,113.4964,90,2021,7,20,8,30,999999,999999,999999,0.8,97,999999,27.8,999999,999999,999999,202107200830
四棵树,河南省,南阳市,南召县,792496,O2496,16,33.3294,112.3306,234,2021,7,20,8,30,999999,2.2,265,2.3,264,999999,26.7,88,999999,24.5,202107200830
太清村,河南省,郑州市,新郑市,792253,O2253,14,34.3375,113.6561,166,2021,7,20,8,30,999999,999999,999999,2.9,110,999999,26,999999,999999,999999,202107200830
博望,河南省,南阳市,方城县,792501,O2501,14,33.1881,112.7283,147,2021,7,20,8,30,999999,999999,999999,1,252,999999,26.1,999999,999999,999999,202107200830
靳庄,河南省,南阳市,卧龙区,797508,O7508,14,33.0433,112.5244,0,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
板店,河南省,驻马店市,汝南县,792552,O2552,14,33.0844,114.3928,49,2021,7,20,8,30,999999,2.2,0,2.3,0,999999,999999,999999,999999,999999,202107200830
胡吉,河南省,周口市,商水县,796716,O6716,14,33.3672,114.7189,43,2021,7,20,8,30,999999,3.9,96,3,96,999999,29.4,999999,999999,999999,202107200830
站街,河南省,郑州市,巩义市,794869,O4869,14,34.795,113.0719,119,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
王店,河南省,周口市,淮阳区,796690,O6690,14,33.6769,114.8406,47,2021,7,20,8,30,999999,2.4,104,2.8,153,999999,30.3,999999,999999,999999,202107200830
涉村,河南省,郑州市,巩义市,794882,O4882,14,34.6133,113.0539,378.9,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
大连,河南省,周口市,淮阳区,796680,O6680,14,33.7081,114.9633,46,2021,7,20,8,30,999999,0,54,0.8,38,999999,30,90,999999,28.2,202107200830
高平寺庄,山西省,晋城市,高平市,668405,B8405,14,35.9511,112.8594,906,2021,7,20,8,30,999999,2.6,76,2.9,67,999999,17.4,999999,999999,999999,202107200830
卫辉唐庄应用（农业）,河南省,新乡市,卫辉市,792081,O2081,14,35.4283,113.9783,74,2021,7,20,8,30,999999,999999,999999,6.2,22,999999,22.3,999999,999999,999999,202107200830
北阳,河南省,鹤壁市,淇县,792647,O2647,14,35.5558,114.1639,72,2021,7,20,8,30,999999,2.3,23,3.2,26,999999,23,95,999999,22.2,202107200830
故县,河南省,鹤壁市,山城区,792648,O2648,14,35.8769,114.2156,135,2021,7,20,8,30,999999,1.9,43,1.6,17,999999,22.6,95,999999,21.8,202107200830
胜桥,河南省,驻马店市,遂平县,797630,O7630,14,33.2208,113.7075,123,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
党店,河南省,驻马店市,上蔡县,797693,O7693,14,33.205,114.5361,51,2021,7,20,8,30,999999,1.2,158,0.8,146,999999,30.5,83,999999,27.3,202107200830
新安五头,河南省,洛阳市,新安县,794642,O4642,14,34.7644,112.2253,253,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
兰考,河南省,开封市,兰考县,57093,57093,13,34.8611,114.7989,70.8,2021,7,20,8,30,1006.7,999998,999998,3.3,42,26.1,25.7,96,0,25,202107200830
遵化严村,河南省,平顶山市,市辖区,796364,O6364,14,33.7347,113.5081,70,2021,7,20,8,30,999999,1.3,132,1,134,999999,30.2,91,999999,28.6,202107200830
方城,河南省,南阳市,方城县,57179,57179,13,33.2819,112.9942,164.3,2021,7,20,8,30,1004.3,999998,999998,2.3,33,28.7,25.9,100,0,25.9,202107200830
助泉寺,河南省,郑州市,新密市,795004,O5004,14,34.5569,113.2,425,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
黄岗,河南省,许昌市,禹州市,792348,O2348,14,34.0606,113.5139,95.1,2021,7,20,8,30,999999,3.7,88,3.7,109,999999,27.3,999999,999999,999999,202107200830
草庙马,河南省,郑州市,新郑市,795050,O5050,14,34.4542,113.7894,140,2021,7,20,8,30,999999,5.2,138,4.6,119,999999,25.9,999999,999999,999999,202107200830
新乡洪门,河南省,新乡市,市辖区,793708,O3708,14,35.2958,113.9419,79,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
酒后,河南省,洛阳市,伊川县,792694,O2694,16,34.2719,112.3033,320,2021,7,20,8,30,999999,2.3,273,2.3,279,999999,22.3,99,999999,22.1,202107200830
南召,河南省,南阳市,南召县,57176,57176,13,33.4278,112.4636,244,2021,7,20,8,30,1004.5,999998,999998,1.6,137,32.5,26.7,86,0,24.2,202107200830
冢子岗,河南省,郑州市,荥阳市,794965,O4965,14,34.7131,113.3806,244,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
新桥,河南省,周口市,项城市,796780,O6780,14,33.1842,114.9272,40,2021,7,20,8,30,999999,2.2,79,2.6,100,999999,31.5,999999,999999,999999,202107200830
郑州普惠小学,河南省,郑州市,市辖区,795152,O5152,14,34.7561,113.7786,105,2021,7,20,8,30,999999,0.7,45,1.2,173,999999,24.1,96,999999,23.4,202107200830
孟津寺院坡,河南省,洛阳市,孟津区,792205,O2205,14,34.9114,112.3592,425,2021,7,20,8,30,999999,4.2,264,4.1,241,999999,20.7,98,999999,20.4,202107200830
平店,河南省,周口市,商水县,796714,O6714,14,33.4464,114.7831,45,2021,7,20,8,30,999999,2.8,93,2.4,98,999999,30.4,86,999999,27.8,202107200830
詹店,河南省,焦作市,武陟县,794169,O4169,14,35.0344,113.5858,90.4,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
黄泛区,河南省,周口市,市辖区,57190,57190,13,33.7406,114.4192,50.5,2021,7,20,8,30,1004.7,999998,999998,4.1,92,31.3,29.9,86,0,27.3,202107200830
原阳葛埠口,河南省,新乡市,原阳县,793827,O3827,14,35.0836,113.9197,80,2021,7,20,8,30,999999,2.3,48,4.3,37,999999,23,100,999999,23,202107200830
关王庙,河南省,驻马店市,驿城区,798000,O8000,14,33.0617,114.0108,80,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
嘉应观,河南省,焦作市,武陟县,792146,O2146,16,35.0467,113.5156,80,2021,7,20,8,30,999999,4.6,26,4,35,999999,22.4,98,999999,22.1,202107200830
鄢陵,河南省,许昌市,鄢陵县,57095,57095,13,34.1139,114.1575,61.1,2021,7,20,8,30,1005,999998,999998,2.9,89,31.7,28.6,87,0,26.2,202107200830
沁水山泽,山西省,晋城市,沁水县,668442,B8442,16,35.8342,112.4797,916,2021,7,20,8,30,999999,0,0,1.2,355,999999,19,93,999999,17.8,202107200830
长垣青岗,河南省,新乡市,长垣市,793933,O3933,14,35.2558,114.5906,66,2021,7,20,8,30,999999,2.6,37,1.9,23,999999,23.7,999999,999999,999999,202107200830
射桥,河南省,驻马店市,平舆县,797868,O7868,16,33.1131,114.5992,46.5,2021,7,20,8,30,999999,1.2,215,1.5,204,999999,29.7,85,999999,26.9,202107200830
石桥,河南省,平顶山市,宝丰县,792370,O2370,14,33.9222,113.1717,110.4,2021,7,20,8,30,999999,999999,999999,0.6,107,999999,28.4,999999,999999,999999,202107200830
汤庄,河南省,周口市,商水县,792438,O2438,14,33.5572,114.5397,46,2021,7,20,8,30,999999,0,59,0,329,999999,30.7,90,999999,28.9,202107200830
枣林,河南省,平顶山市,舞钢市,792747,O2747,14,33.3978,113.5992,68.6,2021,7,20,8,30,999999,0.8,213,0.8,226,999999,27.6,95,999999,26.7,202107200830
延津魏邱,河南省,新乡市,延津县,793772,O3772,14,35.2581,114.3022,68,2021,7,20,8,30,999999,4.7,35,4.5,42,999999,23.2,97,999999,22.7,202107200830
后河,河南省,安阳市,内黄县,793167,O3167,14,35.8119,114.8628,58,2021,7,20,8,30,999999,1,349,0.9,20,999999,24.6,999999,999999,999999,202107200830
穆六村,河南省,安阳市,内黄县,793168,O3168,14,35.8108,114.7522,58,2021,7,20,8,30,999999,999999,999999,1.2,56,999999,24.4,999999,999999,999999,202107200830
阳城河北,山西省,晋城市,阳城县,668482,B8482,14,35.4103,112.3483,768,2021,7,20,8,30,999999,1.9,111,1.7,112,999999,19.6,999999,999999,-26.1,202107200830
山头店,河南省,许昌市,襄城县,796039,O6039,14,33.7822,113.53,76,2021,7,20,8,30,999999,0.5,176,0.7,178,999999,29.2,87,999999,26.8,202107200830
瓦岗寨,河南省,安阳市,滑县,793178,O3178,14,35.3306,114.5942,64,2021,7,20,8,30,999999,1.8,2,0.8,27,999999,23.9,999999,999999,999999,202107200830
许昌建安农场,河南省,许昌市,市辖区,796026,O6026,14,34.0139,113.7567,64,2021,7,20,8,30,999999,3.5,269,2.4,268,999999,28.6,999999,999999,999999,202107200830
东枫杨,河南省,郑州市,中牟县,795157,O5157,14,34.7558,113.9544,81,2021,7,20,8,30,999999,1,273,1.3,237,999999,24.6,96,999999,23.9,202107200830
蔡寨,河南省,驻马店市,西平县,797570,O7570,14,33.2761,113.935,69.6,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
舞阳孟寨,河南省,漯河市,舞阳县,792402,O2402,14,33.5258,113.63,64,2021,7,20,8,30,999999,0,349,0,333,999999,27.8,999999,999999,999999,202107200830
辉县和庄,河南省,新乡市,辉县市,792766,O2766,14,35.3783,113.6822,77,2021,7,20,8,30,999999,3.8,57,2.9,32,999999,21.4,99,999999,21.2,202107200830
苌庄,河南省,许昌市,禹州市,795909,O5909,14,34.3,113.3167,211,2021,7,20,8,30,999999,3.4,84,3.6,92,999999,25.2,98,999999,24.9,202107200830
鲁山,河南省,平顶山市,鲁山县,57173,57173,13,33.7642,112.8867,145.7,2021,7,20,8,30,1004.4,999998,999998,3.1,78,31.3,27.6,100,0,27.6,202107200830
新乡合河,河南省,新乡市,市辖区,793722,O3722,14,35.3242,113.7383,71,2021,7,20,8,30,999999,2.3,37,3.2,34,999999,22.4,100,999999,22.4,202107200830
东和店,河南省,驻马店市,平舆县,797886,O7886,14,33.0217,114.8569,43,2021,7,20,8,30,999999,2,136,2.7,134,999999,30.5,999999,999999,999999,202107200830
泽州北庄,山西省,晋城市,泽州县,668532,B8532,14,35.3972,112.9083,550,2021,7,20,8,30,999999,0,0,0,0,999999,21,84,999999,18.2,202107200830
卫辉前白河,河南省,新乡市,卫辉市,793635,O3635,14,35.3947,114.2361,70,2021,7,20,8,30,999999,2.8,15,3.2,30,999999,22.9,999999,999999,999999,202107200830
五沟营,河南省,驻马店市,西平县,797567,O7567,14,33.4294,114.1294,57.6,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
阳丰,河南省,驻马店市,遂平县,797619,O7619,14,33.1306,113.8267,74.3,2021,7,20,8,30,999999,1.5,42,1.9,29,999999,27.3,89,999999,25.3,202107200830
开封,河南省,开封市,龙亭区,57091,57091,12,34.8022,114.2947,73.7,2021,7,20,8,30,1006.2,999998,999998,2.5,60,25.2,24.9,100,0,24.9,202107200830
晋城牛山,山西省,晋城市,晋城城区,668549,B8549,14,35.5367,112.8278,781,2021,7,20,8,30,999999,4.5,34,3.4,28,999999,19,98,999999,18.7,202107200830
桐梓,河南省,南阳市,南召县,797307,O7307,14,33.4683,112.3206,225,2021,7,20,8,30,999999,2,346,2,351,999999,26.3,999999,999999,999999,202107200830
临颍北徐,河南省,漯河市,临颍县,792397,O2397,14,33.8264,113.8467,59.1,2021,7,20,8,30,999999,3.3,142,3.7,112,999999,29.5,999999,999999,999999,202107200830
北阳镇,河南省,鹤壁市,淇县,793473,O3473,14,35.58,114.15,83.4,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
土门,河南省,鹤壁市,淇县,792911,O2911,14,35.7792,114.1542,221,2021,7,20,8,30,999999,4,323,3.7,316,999999,22,999999,999999,999999,202107200830
岘山,河南省,洛阳市,汝阳县,794822,O4822,14,34.0589,112.5617,388,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
西平,河南省,驻马店市,西平县,57188,57188,13,33.3703,114.0436,55.9,2021,7,20,8,30,1004.3,999998,999998,2.6,107,29.9,29.1,100,0,29.1,202107200830
灵山,河南省,鹤壁市,淇县,793477,O3477,14,35.67,114.13,196,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
嵩山,河南省,郑州市,市辖区,57084,57084,11,34.4922,113.0503,1178.4,2021,7,20,8,30,1006.7,999998,999998,3.3,223,20.7,20.1,100,0,20.1,202107200830
寨沟,河南省,洛阳市,嵩县,794622,O4622,14,33.9431,112.1231,745,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
陵川古郊,山西省,晋城市,陵川县,668456,B8456,14,35.7067,113.5006,1269,2021,7,20,8,30,999999,4,85,1.8,123,999999,17.5,98,999999,17.2,202107200830
王集,河南省,平顶山市,郏县,796273,O6273,14,33.9611,113.2739,105.7,2021,7,20,8,30,999999,0.8,127,0.7,128,999999,28.3,999999,999999,999999,202107200830
车村,河南省,洛阳市,嵩县,792195,O2195,16,33.7939,112.1169,663.6,2021,7,20,8,30,999999,0.7,182,1.4,164,999999,23.8,86,999999,21.3,202107200830
陈化店,河南省,许昌市,鄢陵县,796080,O6080,14,34.0592,114.0811,67,2021,7,20,8,30,999999,1.5,118,2.1,98,999999,28.8,89,999999,26.8,202107200830
陵川丈河,山西省,晋城市,陵川县,668451,B8451,14,35.5928,113.2008,861,2021,7,20,8,30,999999,1.8,283,1.5,300,999999,19.5,97,999999,19,202107200830
伊川韩洼,河南省,洛阳市,伊川县,794786,O4786,14,34.4939,112.3836,332,2021,7,20,8,30,999999,6.6,56,5.3,45,999999,21.3,999999,999999,999999,202107200830
舒庄,河南省,周口市,商水县,792437,O2437,14,33.5203,114.4783,43,2021,7,20,8,30,999999,2.6,96,2.9,96,999999,30.1,88,999999,27.9,202107200830
郑州洧川,河南省,郑州市,市辖区,795194,O5194,14,34.3008,113.9894,77,2021,7,20,8,30,999999,1.6,108,1.9,73,999999,26.6,999999,999999,999999,202107200830
屯子,河南省,鹤壁市,浚县,793491,O3491,14,35.76,114.48,63,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
临颍,河南省,漯河市,临颍县,57183,57183,13,33.8003,113.925,60,2021,7,20,8,30,1004.4,999998,999998,3.2,94,32.9,29.5,84,0,26.5,202107200830
三门闸,河南省,驻马店市,汝南县,797828,O7828,14,33.0036,114.3908,54,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
五龙,河南省,驻马店市,上蔡县,797668,O7668,14,33.2428,114.3817,54,2021,7,20,8,30,999999,5,149,5.8,147,999999,28.5,999999,999999,999999,202107200830
师灵,河南省,驻马店市,西平县,797579,O7579,14,33.3767,113.8336,71,2021,7,20,8,30,999999,1.5,90,1.7,89,999999,28.5,999999,999999,999999,202107200830
老爷庙,河南省,安阳市,滑县,793184,O3184,14,35.4125,114.8492,58,2021,7,20,8,30,999999,1.3,71,2,278,999999,24.7,999999,999999,999999,202107200830
任固,河南省,安阳市,汤阴县,793122,O3122,14,35.9333,114.6578,54,2021,7,20,8,30,999999,4.8,3,4,2,999999,23.8,999999,999999,999999,202107200830
禹州小吕,河南省,许昌市,禹州市,795922,O5922,14,34.0317,113.4283,102,2021,7,20,8,30,999999,2.2,147,2.9,136,999999,27.2,93,999999,26,202107200830
新安,河南省,洛阳市,新安县,57070,57070,13,34.7447,112.1242,364,2021,7,20,8,30,1006.5,999998,999998,2.3,24,22.4,21.3,100,0.1,21.3,202107200830
洛阳洛龙隋唐植物园,河南省,洛阳市,市辖区,794841,O4841,14,34.6367,112.4408,141,2021,7,20,8,30,999999,2.9,78,3,67,999999,22.3,999999,999999,999999,202107200830
方岗,河南省,许昌市,禹州市,795932,O5932,14,34.1281,113.3836,189,2021,7,20,8,30,999999,1.8,60,2.3,86,999999,26.7,999999,999999,999999,202107200830
汝阳,河南省,洛阳市,汝阳县,57078,57078,13,34.1603,112.4697,336.5,2021,7,20,8,30,1005.5,999998,999998,2.5,237,26,24.5,85,0,21.8,202107200830
竹林,河南省,开封市,杞县,795323,O5323,14,34.2769,114.7108,56,2021,7,20,8,30,999999,0,0,0,0,999999,27.9,92,999999,26.5,202107200830
井店,河南省,安阳市,内黄县,793169,O3169,14,35.8472,114.7286,58,2021,7,20,8,30,999999,999999,999999,2.3,46,999999,24.5,999999,999999,999999,202107200830
社旗,河南省,南阳市,社旗县,57187,57187,13,33.0347,112.9625,116.8,2021,7,20,8,30,1004,999998,999998,2.1,94,34,28.9,91,0,27.3,202107200830
蓼堤,河南省,商丘市,睢县,795458,O5458,16,34.5244,114.9675,60.9,2021,7,20,8,30,999999,1.4,47,2,47,999999,27.1,93,999999,25.9,202107200830
陵川附城,山西省,晋城市,陵川县,668454,B8454,14,35.6506,113.1286,1077,2021,7,20,8,30,999999,3.2,37,2.3,38,999999,18.4,999999,999999,999999,202107200830
慈周寨,河南省,安阳市,滑县,793223,O3223,14,35.3544,114.6247,62,2021,7,20,8,30,999999,4.1,28,3.6,48,999999,23.9,99,999999,23.7,202107200830
鹤壁淇滨淇河公园,河南省,鹤壁市,市辖区,792644,O2644,14,35.7531,114.2233,96,2021,7,20,8,30,999999,4.6,9,4.6,9,999999,22.9,93,999999,21.7,202107200830
白营,河南省,安阳市,汤阴县,792637,O2637,14,35.9392,114.3931,72,2021,7,20,8,30,999999,1.5,108,2.4,202,999999,23.9,98,999999,23.6,202107200830
晋城二中,山西省,晋城市,晋城城区,668524,B8524,14,35.5058,112.8272,716,2021,7,20,8,30,999999,2.7,129,3.3,166,999999,20,999999,999999,999999,202107200830
晋城道头,山西省,晋城市,晋城城区,668542,B8542,14,35.5231,112.8125,754,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
吕沟,河南省,平顶山市,郏县,796275,O6275,999999,34.0419,113.1261,198,2021,7,20,8,30,999999,3.6,303,3.2,315,999999,25.4,89,999999,23.5,202107200830
西万,河南省,焦作市,沁阳市,794024,O4024,14,35.1917,112.9389,133.3,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
马庄,河南省,平顶山市,郏县,792375,O2375,14,33.8572,113.3106,88,2021,7,20,8,30,999999,999999,999999,0.8,93,999999,28.5,999999,999999,999999,202107200830
陵川沙泊池,山西省,晋城市,陵川县,668470,B8470,14,35.6644,113.1844,1105,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
新郑,河南省,郑州市,新郑市,57086,57086,13,34.3778,113.7156,116.6,2021,7,20,8,30,1005.2,999998,999998,2.4,119,25.8,26.3,95,0,25.4,202107200830
平城,河南省,开封市,杞县,795301,O5301,14,34.6656,114.6764,62,2021,7,20,8,30,999999,6.2,21,4.8,36,999999,26.2,98,999999,25.9,202107200830
许良,河南省,焦作市,博爱县,794053,O4053,14,35.18,113.0089,162,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
阳城芹池中学,山西省,晋城市,阳城县,668495,B8495,14,35.5883,112.2458,726,2021,7,20,8,30,999999,0.7,34,0.7,15,999999,19.8,999999,999999,999999,202107200830
二龙,河南省,南阳市,镇平县,797142,O7142,14,33.2064,112.1803,270,2021,7,20,8,30,999999,2.1,88,1.5,119,999999,29.5,999999,999999,999999,202107200830
郾城前丁,河南省,漯河市,郾城区,796461,O6461,14,33.6556,113.8236,64,2021,7,20,8,30,999999,1.3,69,1.2,83,999999,28.8,999999,999999,999999,202107200830
唐庄,河南省,南阳市,社旗县,797378,O7378,14,33.0983,112.9139,116,2021,7,20,8,30,999999,0,1,0.3,347,999999,28.1,999999,999999,999999,202107200830
兴隆,河南省,开封市,祥符区,795391,O5391,14,34.7403,114.5083,70,2021,7,20,8,30,999999,2.7,68,3.2,62,999999,25,999999,999999,999999,202107200830
新乡朗公庙,河南省,新乡市,市辖区,793703,O3703,14,35.1742,113.9089,72,2021,7,20,8,30,999999,9.2,35,8.8,41,999999,22.9,97,999999,22.4,202107200830
苟堂,河南省,郑州市,新密市,794984,O4984,14,34.4003,113.4933,198,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
冯河,河南省,焦作市,山阳区,792664,O2664,14,35.2717,113.2567,212,2021,7,20,8,30,999999,0.1,122,0,105,999999,21.7,99,999999,21.5,202107200830
北山,河南省,焦作市,沁阳市,792661,O2661,14,35.0442,112.8333,128,2021,7,20,8,30,999999,1.6,295,1.5,85,999999,22.4,99,999999,22.2,202107200830
原康,河南省,安阳市,林州市,792634,O2634,16,35.9319,113.7208,398,2021,7,20,8,30,999999,1.8,262,1.9,254,999999,19.9,92,999999,18.6,202107200830
丁斗,河南省,省直辖县级行政区划,济源市,794232,O4232,14,34.99,112.5475,282,2021,7,20,8,30,999999,4.5,32,5.1,34,999999,21.4,99,999999,21.2,202107200830
山川,河南省,郑州市,巩义市,794904,O4904,14,34.6861,112.9969,390,2021,7,20,8,30,999999,10.9,64,12.6,62,999999,21.8,999999,999999,999999,202107200830
柴岗,河南省,周口市,扶沟县,796524,O6524,14,34.0161,114.3433,49,2021,7,20,8,30,999999,2.3,79,3.8,80,999999,29.3,999999,999999,999999,202107200830
高平陈区,山西省,晋城市,高平市,668394,B8394,14,35.8528,113.0525,938,2021,7,20,8,30,999999,1,28,1.2,58,999999,18.6,999999,999999,999999,202107200830
盆尧,河南省,驻马店市,西平县,792839,O2839,14,33.3864,114.1142,56,2021,7,20,8,30,999999,2.7,82,2.2,89,999999,29.1,83,999999,25.9,202107200830
大召营,河南省,新乡市,市辖区,792091,O2091,14,35.2817,113.7819,76,2021,7,20,8,30,999999,6.3,66,5.6,46,999999,22.2,999999,999999,999999,202107200830
高平野川,山西省,晋城市,高平市,668393,B8393,14,35.7872,112.8497,876,2021,7,20,8,30,999999,1,31,1.2,9,999999,18.6,999999,999999,999999,202107200830
延津小潭,河南省,新乡市,延津县,792098,O2098,14,35.1722,114.0639,68,2021,7,20,8,30,999999,5.7,45,6.5,45,999999,23,98,999999,22.7,202107200830
高平釜山灌区,山西省,晋城市,高平市,668391,B8391,14,35.8781,112.8575,883,2021,7,20,8,30,999999,1.3,3,1.5,358,999999,18.4,999999,999999,999999,202107200830
洛阳洛龙国花园,河南省,洛阳市,市辖区,794848,O4848,14,34.6569,112.4522,135,2021,7,20,8,30,999999,1.6,128,3.5,137,999999,22.5,98,999999,22.2,202107200830
安岭,河南省,周口市,淮阳区,796683,O6683,14,33.8728,114.9075,48,2021,7,20,8,30,999999,5.2,74,4.9,73,999999,29.8,999999,999999,999999,202107200830
申岭,河南省,洛阳市,伊川县,794771,O4771,14,34.3622,112.5497,327,2021,7,20,8,30,999999,2.6,191,2.5,194,999999,25.1,999999,999999,999999,202107200830
豆门,河南省,周口市,淮阳区,796692,O6692,14,33.4569,114.9792,42,2021,7,20,8,30,999999,2.5,57,2.4,79,999999,30.5,78,999999,26.2,202107200830
临颍繁城,河南省,漯河市,临颍县,796393,O6393,14,33.8214,113.8175,66,2021,7,20,8,30,999999,4.3,102,5,97,999999,29.2,999999,999999,999999,202107200830
小董,河南省,焦作市,武陟县,792145,O2145,14,35.0792,113.2219,103,2021,7,20,8,30,999999,999999,999999,5.2,83,999999,22,999999,999999,999999,202107200830
丁集,河南省,周口市,项城市,796760,O6760,14,33.3469,114.9253,40,2021,7,20,8,30,999999,2,84,1.5,87,999999,30.5,999999,999999,999999,202107200830
陡坡,河南省,南阳市,镇平县,792482,O2482,14,33.1414,112.3092,185,2021,7,20,8,30,999999,0,0,0,0,999999,27.5,999999,999999,999999,202107200830
郑州四十七中,河南省,郑州市,金水区,792266,O2266,14,34.7728,113.7344,87,2021,7,20,8,30,999999,1.6,310,1.4,327,999999,23.5,999999,999999,999999,202107200830
王村,河南省,南阳市,卧龙区,797531,O7531,14,33.0167,112.4117,150,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
临颍滕寺,河南省,漯河市,临颍县,792395,O2395,14,33.9008,114.0678,52.2,2021,7,20,8,30,999999,1,97,2,101,999999,29.2,999999,999999,999999,202107200830
九里山,河南省,焦作市,马村区,794205,O4205,14,35.3156,113.3917,127,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
临颍大郭,河南省,漯河市,临颍县,796398,O6398,999999,33.7825,113.7714,60,2021,7,20,8,30,999999,3.7,63,4,88,999999,28.8,999999,999999,999999,202107200830
昆阳街道,河南省,平顶山市,叶县,796308,O6308,14,33.6292,113.3692,66.3,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
范村,河南省,开封市,祥符区,795347,O5347,14,34.6633,114.4053,71,2021,7,20,8,30,999999,3.7,60,2.8,53,999999,26,999999,999999,999999,202107200830
阳城董封水库,山西省,晋城市,阳城县,668481,B8481,14,35.4781,112.1994,785,2021,7,20,8,30,999999,0,23,0.2,348,999999,19.9,999999,999999,999999,202107200830
建安陈曹,河南省,许昌市,市辖区,796002,O6002,14,34.1431,113.9825,62.6,2021,7,20,8,30,999999,3.5,100,3.3,104,999999,28.6,999999,999999,999999,202107200830
沙沃,河南省,开封市,杞县,795299,O5299,14,34.4597,114.6492,63,2021,7,20,8,30,999999,2.2,119,3.5,121,999999,27.2,999999,999999,999999,202107200830
