Station_Id_C,Station_Id_d,Lat,Lon,Year,Mon,Day,Hour,WIN_S_Avg_2mi,WIN_D_Avg_2mi,PRE_1h,Q_PRE_1h,WIN_S_Inst_Max,WIN_D_INST_Max,WIN_S_INST_Max_OTime,PRS_Sea,TEM,RHU,DPT
C7726,677726,39.5394,106.7314,2021,7,20,9,10.6,142,0,0,15.3,159,804,988,32.8,32,13.9
C3058,673058,39.3606,109.815,2021,7,20,9,5.5,96,0,0,11,113,808,1005.9,29.1,33,11.2
C2228,672228,42.6361,112.7969,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,32.2,999999,999999
B7094,667094,36.6553,111.8606,2021,7,20,9,1.8,3,0,0,4.5,89,848,1005.1,23.8,64,16.6
C4006,674006,40.6114,109.8061,2021,7,20,9,2,109,0,0,6.2,164,832,999999,30.6,39,15.1
C5012,675012,39.0431,105.9433,2021,7,20,9,8,96,0,0,12.9,93,850,996.1,28.3,31,9.6
C3510,673510,40.5431,106.5817,2021,7,20,9,4.1,111,0,0,10,115,806,998.8,32.2,33,13.9
B7185,667185,36.3069,111.7906,2021,7,20,9,5.2,60,0,0,9.9,80,819,999999,27.4,999999,999999
57014,57014,34.5614,105.8739,2021,7,20,9,6.7,94,0,0,11,89,820,999.7,29.2,47,16.7
O7362,797362,33.0092,113.0369,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,999999,999999,999999
O5076,795076,34.5503,113.9836,2021,7,20,9,2,119,1.9,0,7,87,816,1004.8,25.8,94,24.8
O3673,793673,35.1661,113.6272,2021,7,20,9,5.4,39,5.7,0,11.2,46,808,999999,22.5,99,22.3
O4709,794709,34.6275,112.6353,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,999999,999999,999999
O4763,794763,34.3706,112.7056,2021,7,20,9,999999,999999,0.1,0,999999,999999,999999,999999,999999,999999,999999
C4562,674562,40.2531,111.4253,2021,7,20,9,1.2,39,0,0,6.6,163,802,1008.5,26.5,56,17
51886,51886,38.2497,90.8519,2021,7,20,9,0.8,310,0,0,4,205,807,998.5,14.1,69,8.5
C4026,674026,40.9211,110.3864,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,28.1,999999,999999
O5918,795918,34.2231,113.2308,2021,7,20,9,999999,999999,1.6,0,999999,999999,999999,999999,999999,999999,999999
O2250,792250,34.6197,113.6694,2021,7,20,9,2.4,53,48.8,0,8.1,340,815,999999,24,999999,999999
O2136,792136,34.8717,113.0025,2021,7,20,9,5.8,64,4.2,0,14.7,47,826,999999,21.8,999999,999999
O2196,792196,34.1453,111.9161,2021,7,20,9,1.3,122,1,0,2.9,130,855,1006.1,23.5,93,22.3
O3802,793802,35.0847,114.1781,2021,7,20,9,6.7,218,4.9,0,11.3,211,852,999999,23,999999,999999
O6162,796162,33.7161,112.72,2021,7,20,9,1.6,325,0,0,4.8,356,820,999999,27.9,87,25.5
52986,52986,35.3622,103.8608,2021,7,20,9,3.4,111,0,0,8.1,136,822,996.8,28.6,37,12.5
O3723,793723,35.2078,113.7353,2021,7,20,9,6.9,42,10.8,0,12.3,41,834,999999,22.6,95,21.8
O4741,794741,34.6764,112.6703,2021,7,20,9,6.3,55,0,0,11.1,48,804,999999,23.1,999999,999999
51701,51701,40.5167,75.4,2021,7,20,9,3.3,193,0,0,7.5,322,819,1007.3,9.8,63,3.1
O7686,797686,33.4031,114.4172,2021,7,20,9,1.4,122,0,0,4.7,81,801,999999,29.9,999999,999999
O2942,792942,34.5389,110.8894,2021,7,20,9,0.5,59,0,0,2.7,77,823,1006.1,25.1,93,23.9
O6165,796165,33.7292,112.6528,2021,7,20,9,1.3,129,0,0,5.3,122,847,999999,27.1,999999,999999
O6688,796688,33.5744,114.8461,2021,7,20,9,0.9,168,0,0,1.7,175,803,999999,30.1,999999,999999
O6592,796592,33.7911,114.6267,2021,7,20,9,3.6,81,0,0,6.6,96,816,999999,30.2,999999,999999
O4852,794852,34.5867,112.6492,2021,7,20,9,0.2,999017,0.1,0,2.1,223,806,999999,22.3,999999,999999
O4488,794488,34.2394,111.27,2021,7,20,9,2.2,34,0,0,7.8,43,832,999999,22.3,999999,999999
O7016,797016,33.4347,111.5275,2021,7,20,9,3.4,58,33.8,0,5.3,62,900,999999,24.8,999999,999999
O2890,792890,34.8331,114.3175,2021,7,20,9,0.4,110,0.2,0,4,326,820,1006.4,24.3,93,23.1
O2275,792275,34.5422,114.4561,2021,7,20,9,4.1,70,0,0,7.2,71,831,999999,26.4,999999,999999
O7562,797562,33.3775,113.7161,2021,7,20,9,999999,999999,0.4,0,999999,999999,999999,999999,999999,999999,999999
B5068,665068,39.8825,112.7653,2021,7,20,9,0.9,125,0,0,4.9,127,821,1015,25.7,51,14.8
52447,52447,39.9969,98.8894,2021,7,20,9,2,360,0,0,3.1,1,855,992.5,34.9,26,12.6
O2508,792508,33.0789,112.7856,2021,7,20,9,2.2,3,0,0,2.9,7,849,999999,28.3,999999,999999
O2857,792857,33.3239,114.0264,2021,7,20,9,1.2,70,0.8,0,3.5,82,806,999999,28.5,999999,999999
O2871,792871,34.5119,114.1833,2021,7,20,9,2,356,0.1,0,7.2,18,841,999999,26.2,999999,999999
O4788,794788,34.3792,112.3136,2021,7,20,9,5.7,30,0,0,10.9,34,833,999999,21.9,999999,999999
O2891,792891,34.8856,114.3108,2021,7,20,9,2.1,52,1.3,0,7.5,71,808,999999,23.4,999999,999999
O5374,795374,34.6017,114.4306,2021,7,20,9,1.3,55,0,0,7.2,70,845,999999,26,999999,999999
O7633,797633,33.1175,113.7853,2021,7,20,9,0.6,33,0,0,3.8,41,802,999999,27.5,999999,999999
C2631,672631,42.0781,111.5364,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,999999,999999,999999
O2471,792471,33.2556,111.3783,2021,7,20,9,0.8,14,0,0,3.9,35,837,999999,27.3,999999,999999
O2293,792293,34.7731,114.3589,2021,7,20,9,4.3,49,0.9,0,8.2,72,812,999999,24.3,999999,999999
O2026,792026,36.1144,114.2917,2021,7,20,9,0.6,124,2.9,0,4,142,847,999999,25.2,999999,999999
O3973,793973,34.9319,112.8089,2021,7,20,9,999999,999999,0.7,0,999999,999999,999999,999999,999999,999999,999999
53965,53965,35.5044,111.5714,2021,7,20,9,4.7,22,0,0,9.4,8,851,1006.7,23.5,72,18.2
B7702,667702,36.2506,112.9339,2021,7,20,9,4,200,0.1,0,8,213,827,999999,18.3,999999,999999
C3662,673662,41.1292,107.1014,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,999999,999999,999999
O4102,794102,34.9739,113.1681,2021,7,20,9,5.3,53,9.5,0,12.8,69,803,999999,22,999999,999999
O4804,794804,34.1775,112.5514,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,999999,999999,999999
C2676,672676,41.615,112.2603,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,999999,999999,999999
O2739,792739,34.1014,113.0731,2021,7,20,9,2.7,268,7.4,0,8,275,828,1001.7,24.1,96,23.4
C3291,673291,39.2339,110.075,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,999999,999999,999999
53681,53681,38.8386,113.365,2021,7,20,9,4.2,187,0,0,5.8,186,844,1010.8,23.5,63,16.1
O5229,795229,34.4797,114.4131,2021,7,20,9,3,65,0,0,6.3,57,854,999999,26.6,96,25.9
C3552,673552,40.8158,106.6625,2021,7,20,9,4.9,127,0,0,12.1,95,814,999.8,31.6,35,14.3
O7636,797636,33.2553,113.7278,2021,7,20,9,0.7,87,0.6,0,5.7,88,818,999999,27,999999,999999
O6439,796439,33.4286,113.6483,2021,7,20,9,1.8,106,0.1,0,2.5,97,900,999999,28.2,999999,999999
B7594,667594,36.8225,112.2993,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,20.3,999999,999999
53957,53957,35.6117,110.7089,2021,7,20,9,4.6,93,0,0,8.6,62,856,1005.7,27.9,55,18
C4600,674600,40.8167,111.6833,2021,7,20,9,1.8,108,0,0,6.1,92,821,1003.8,33.3,39,17.5
O3935,793935,35.18,114.7569,2021,7,20,9,0,999017,2.7,0,0,999017,801,999999,24.1,999999,999999
C2919,672919,40.755,114.5739,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,27.2,999999,999999
C3692,673692,40.7397,106.4203,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,999999,999999,999999
O4026,794026,35.0778,112.7725,2021,7,20,9,3.1,264,5.4,0,8.2,264,838,1006.6,22.2,95,21.4
O6433,796433,33.4931,113.5228,2021,7,20,9,1,314,0.2,0,3.6,147,801,999999,27.3,999999,999999
O6312,796312,33.4256,113.3075,2021,7,20,9,999999,999999,0.5,0,999999,999999,999999,999999,999999,999999,999999
C5045,675045,40.2878,105.8308,2021,7,20,9,11.2,126,0,0,14.4,122,826,996.7,33.1,25,10.5
C2918,672918,40.745,114.4322,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,25.4,999999,999999
O3132,793132,35.8331,114.6436,2021,7,20,9,2.9,17,2,0,4.2,40,815,999999,24.1,999999,999999
O4990,794990,34.4975,113.5378,2021,7,20,9,999999,999999,3.6,0,999999,999999,999999,999999,999999,999999,999999
O7841,797841,33.0636,114.1236,2021,7,20,9,1.2,18,5.5,0,3.6,105,854,999999,28.8,85,26
51633,51633,41.7833,81.9,2021,7,20,9,2.3,138,0,0,3.4,127,835,1001.8,27.9,43,14.2
C7741,677741,38.8167,105.3539,2021,7,20,9,9.2,175,0,0,14.5,181,810,994.3,33.7,28,12.7
O2336,792336,34.3406,113.2653,2021,7,20,9,2.7,84,4.3,0,8.6,42,840,999999,25.1,999999,999999
C4623,674623,39.9136,111.9219,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,999999,999999,999999
C4649,674649,40.6986,110.9886,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,999999,999999,999999
O4206,794206,35.2658,113.1303,2021,7,20,9,6,49,4.8,0,15.4,62,837,999999,22.2,999999,999999
C4098,674098,40.6461,109.7914,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,999999,999999,999999
C2198,672198,42.9064,114.0706,2021,7,20,9,6.4,254,0,0,10.7,254,837,999999,28.9,999999,999999
C3113,673113,39.0689,107.2672,2021,7,20,9,9.2,137,0,0,15.5,130,812,1003.6,30.1,36,13.4
O2043,792043,35.6178,113.0639,2021,7,20,9,4.3,20,1.5,0,6.7,25,854,999999,24.9,999999,999999
V4214,864214,34.0875,109.8614,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,22.9,999999,999999
C8545,678545,39.3525,109.3861,2021,7,20,9,4.4,157,0,0,9.7,138,828,1002.6,29.4,36,12.8
C4055,674055,41.9411,110.7556,2021,7,20,9,5.7,158,0,0,9.5,160,820,1004.4,31.8,29,11.6
C4635,674635,41.1014,111.7767,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,999999,999999,999999
C5010,675010,38.5328,105.6556,2021,7,20,9,5,126,0,0,15.9,107,818,996.1,32.2,32,13.4
53871,53871,36.8578,112.87,2021,7,20,9,4.3,67,0,0,7.8,79,829,1010.4,20.4,73,15.4
V7701,867701,33.7833,107.5167,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,25.8,999999,999999
51437,51437,43.15,81.1333,2021,7,20,9,2.8,58,0,0,6.1,85,844,1001.1,24.8,29,5.6
W6147,876147,33.4753,105.6036,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,32.2,999999,999999
53578,53578,39.3656,112.4278,2021,7,20,9,3,357,0,0,7.9,334,856,1007.9,27.5,44,14.2
51365,51365,44.2,87.5333,2021,7,20,9,1.5,77,0,0,4.1,238,804,999.5,36.8,10,0.2
B0202,660202,36.7494,113.6747,2021,7,20,9,0.8,38,1.4,0,1.3,17,805,999999,19.6,999999,999999
X2073,882073,36.9703,92.9489,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,17.2,999999,999999
B1287,661287,38.5392,113.8317,2021,7,20,9,999999,999999,0.4,0,999999,999999,999999,999999,22.8,999999,999999
V7301,867301,34.1611,107.7497,2021,7,20,9,4.4,293,0,0,7.7,298,843,1006.3,25.6,75,20.8
B2415,662415,40.6361,114.8644,2021,7,20,9,999999,999999,999999,7,6.7,54,816,1006.6,28.7,59,19.9
B0457,660457,36.7269,114.4836,2021,7,20,9,2,330,0.2,0,3.7,340,845,999999,26.1,999999,999999
V0560,860560,34.6806,108.9183,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,27.1,999999,999999
B3347,663347,40.8389,114.5981,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,999999,999999,999999
X9058,889058,36.0264,101.4267,2021,7,20,9,0,999017,0,0,0,999017,801,999999,42.4,24,17.6
B1067,661067,37.7989,114.8389,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,28.5,999999,999999
V4222,864222,33.8639,109.6389,2021,7,20,9,0.4,257,0,0,2,300,842,999999,22.8,999999,999999
B1207,661207,38.1881,114.2761,2021,7,20,9,1.1,99,17.8,0,6.2,113,835,999999,23.3,999999,999999
B0350,660350,38.7444,114.5228,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,999999,999999,999999
B1254,661254,36.8669,114.145,2021,7,20,9,0.5,302,0.6,0,1.6,304,817,999999,24.4,999999,999999
B2581,662581,41.6406,114.3433,2021,7,20,9,3.5,169,0,0,7.4,167,858,999999,27.9,999999,999999
B1210,661210,38.3192,114.01,2021,7,20,9,0.7,220,0,0,6.7,315,839,1009,24.6,90,22.8
B1080,661080,37.6711,114.6889,2021,7,20,9,1.7,268,0,0,2.6,268,859,999999,27.2,999999,999999
B3046,663046,40.1469,114.3506,2021,7,20,9,2.5,219,0,0,5.4,197,828,1004.8,30.3,43,16.3
B0770,660770,37.4097,114.1031,2021,7,20,9,1.6,291,0,0,2.9,52,819,999999,23,999999,999999
B0604,660604,37.0564,114.7722,2021,7,20,9,1.7,253,0.3,0,2.1,255,859,999999,27.1,999999,999999
B0722,660722,37.3233,114.2942,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,26.6,999999,999999
B1267,661267,38.2239,114.8586,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,28.3,999999,999999
B0641,660641,37.0589,114.9625,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,26.4,999999,999999
B1092,661092,37.8561,114.5161,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,25.7,999999,999999
B2937,662937,39.6406,114.7464,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,999999,999999,999999
B0833,660833,37.1772,114.1906,2021,7,20,9,999999,999999,0.6,0,999999,999999,999999,999999,24.6,999999,999999
B1011,661011,38.0603,114.5717,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,27.2,999999,999999
B0724,660724,37.3539,114.2108,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,25.9,999999,999999
B0870,660870,38.5831,114.4456,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,999999,999999,999999
B0942,660942,37.2014,113.9014,2021,7,20,9,999999,999999,0.1,0,999999,999999,999999,999999,999999,999999,999999
B0084,660084,36.2811,114.7728,2021,7,20,9,2.2,344,0.1,0,4.1,335,837,999999,25.7,999999,999999
B0816,660816,37.9378,114.315,2021,7,20,9,0,999017,0.3,0,2,268,840,999999,25.3,999999,999999
B0015,660015,36.9286,113.8692,2021,7,20,9,0.1,999017,0.7,0,0.2,999017,818,999999,20.2,999999,999999
B0127,660127,36.4631,114.7072,2021,7,20,9,0,999017,0.1,0,0.5,69,834,1008.3,25.3,100,25.3
B0980,660980,40.9894,114.4525,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,999999,999999,999999
B1672,661672,39.0819,114.0386,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,26.1,999999,999999
B0992,660992,41.4053,114.5111,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,999999,999999,999999
B0019,660019,36.5869,113.6867,2021,7,20,9,999999,999999,0.8,0,999999,999999,999999,999999,999999,999999,999999
B0112,660112,36.2906,114.2147,2021,7,20,9,1.1,327,0.6,0,2.8,338,835,999999,23.9,999999,999999
Y4165,894165,46.8681,84.2903,2021,7,20,9,2.1,260,0,0,6.4,245,801,1000.4,33.1,19,6.4
B5409,665409,39.6619,112.2314,2021,7,20,9,3.5,155,0,0,8.2,108,821,1009.6,25.7,45,12.9
B5462,665462,39.1725,111.2139,2021,7,20,9,1.6,47,0,0,2.3,65,856,1007.6,25.3,76,20.8
B5646,665646,38.9067,111.7858,2021,7,20,9,6.8,109,0,0,9.1,108,859,1005.4,24.6,50,13.5
V3084,863084,34.3717,109.7289,2021,7,20,9,0.3,300,0,0,1.7,266,807,1006,22.7,89,20.8
W7004,877004,35.6103,105.5375,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,26.9,999999,999999
O2221,792221,33.8314,112.2956,2021,7,20,9,1,297,35.9,0,5.5,263,829,999999,20.4,999999,999999
C5051,675051,38.9742,105.9056,2021,7,20,9,7,157,0,0,11.4,159,807,998.3,26.6,37,10.7
O6640,796640,34.0236,114.7092,2021,7,20,9,3.9,57,0,0,6.3,42,844,1005.6,29.4,87,27
O2885,792885,35.0603,112.7031,2021,7,20,9,0.8,48,5.5,0,4.4,37,837,1006.9,22.2,100,22.2
O6572,796572,33.6664,114.4919,2021,7,20,9,1.3,79,0,0,4.4,110,825,1004.5,30.8,89,28.8
O7014,797014,33.2508,111.5817,2021,7,20,9,2.3,101,0,0,4,96,856,999999,29.2,999999,999999
O4493,794493,34.3703,111.6356,2021,7,20,9,3.1,0,0.7,0,7.6,0,844,999999,21.8,999999,999999
O2224,792224,34.7178,112.5603,2021,7,20,9,7.4,57,0.1,0,11.9,65,839,1006.2,22.5,100,22.5
O7282,797282,33.3467,112.5867,2021,7,20,9,1.5,126,0,0,2.8,132,807,1004.2,27.6,91,26
O2631,792631,36.0717,113.97,2021,7,20,9,1.4,44,4.6,0,6.6,74,855,1010.4,22,95,21.2
O6267,796267,33.9081,113.2322,2021,7,20,9,0.7,85,0,0,3.5,113,814,999999,28.4,999999,999999
O2640,792640,35.8431,114.5756,2021,7,20,9,0.7,99,2.2,0,5.6,77,822,1010,23.8,91,22.2
O6544,796544,33.9875,114.4097,2021,7,20,9,4,111,0,0,7.1,102,835,1005.1,29.3,999999,999999
O2574,792574,33.0069,113.9936,2021,7,20,9,2.8,167,2.9,0,6.9,151,858,1004.6,28.1,84,25.1
O2737,792737,33.9142,112.9503,2021,7,20,9,1.1,47,4.1,0,4.8,102,801,1003,27.1,93,25.9
O6966,796966,33.6211,114.6933,2021,7,20,9,1.7,51,0,0,5.7,97,849,1004.1,30.3,46,17.4
B7799,667799,35.9472,112.9972,2021,7,20,9,2,359,1.4,0,5.2,31,804,1010.3,16.4,99,16.2
Y4125,894125,44.7764,84.5253,2021,7,20,9,1.6,118,0,0,3.6,124,830,999.7,34.7,29,14.1
W2512,872512,38.3328,102.0033,2021,7,20,9,2,359,0,0,9.4,331,853,999999,33.7,999999,999999
W3344,873344,36.0631,103.6461,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,31.6,999999,999999
C4599,674599,40.9517,111.6978,2021,7,20,9,4.6,290,0,0,11.5,335,803,1008.3,23.8,56,14.5
W3368,873368,36.0633,103.8394,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,32.2,999999,999999
O2685,792685,34.6842,112.2656,2021,7,20,9,0.8,58,0.4,0,3.2,71,842,1005.3,22.3,91,20.8
O4532,794532,34.0697,111.3872,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,999999,999999,999999
O2967,792967,33.5772,113.9167,2021,7,20,9,1.7,93,1.2,0,5.7,99,801,999999,999999,999999,999999
B1959,661959,38.4461,113.3533,2021,7,20,9,1.3,52,0,0,2.6,51,854,999999,999999,999999,999999
B2551,662551,37.4425,114.1556,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,25.4,999999,999999
B1319,661319,37.9528,114.5756,2021,7,20,9,2.2,0,0,0,4.7,352,852,999999,27.7,999999,999999
B1904,661904,39.3069,114.6836,2021,7,20,9,1.8,93,0,0,6.1,132,801,999999,28,999999,999999
B1343,661343,38.5811,114.2639,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,29.3,999999,999999
B3005,663005,40.7458,114.9256,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,29.1,999999,999999
B1829,661829,39.2139,114.7164,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,17.4,999999,999999
B3057,663057,39.6206,114.7872,2021,7,20,9,0.1,999017,0,0,1.8,86,834,1010.9,20.3,82,17.1
B3288,663288,40.9208,114.8033,2021,7,20,9,4.6,179,0,0,8.3,172,854,999999,26.7,999999,999999
W2546,872546,37.5119,102.9139,2021,7,20,9,3.2,3,0,0,8.1,25,810,999999,35.5,999999,999999
Q2327,812327,33.1319,110.9064,2021,7,20,9,0.3,34,0,0,4.5,359,820,999999,27.7,999999,999999
B5113,665113,40.0767,113.3528,2021,7,20,9,1.2,206,0,0,6.2,157,842,1007.8,28.1,57,18.8
W9037,879037,35.5542,103.23,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,33.4,999999,999999
X3040,883040,35.5008,101.1089,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,999999,999999,999999
X4031,884031,38.3089,99.7792,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,999999,999999,999999
X1022,881022,36.3669,101.9397,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,999999,999999,999999
X3071,883071,35.6228,100.6625,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,28.8,999999,999999
X4040,884040,37.175,102.0569,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,999999,999999,999999
X0021,880021,36.8181,101.7633,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,999999,999999,999999
X5043,885043,35.5064,102.0122,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,30.4,999999,999999
X4064,884064,37.3522,101.7389,2021,7,20,9,0.6,236,0,0,2.5,3,837,997.4,25,34,8.1
X3035,883035,35.5042,100.8869,2021,7,20,9,2.3,281,0,0,5.7,287,802,994.6,24.2,31,6
X0056,880056,36.805,101.6372,2021,7,20,9,1.4,76,0,0,3.8,32,856,993,29.3,26,7.8
X7002,887002,33.0747,97.1242,2021,7,20,9,2.9,290,0,0,7.3,214,839,988.2,20.7,40,6.6
S9433,839433,33.2219,104.2411,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,999999,999999,999999
Y5982,895982,41.5058,79.8989,2021,7,20,9,11.7,45,0,0,14.9,36,814,1000,25.9,31,7.5
Y4059,894059,37.3256,77.3267,2021,7,20,9,2.1,7,0,0,5.6,18,819,999999,18.6,58,999999
Y4046,894046,38.7647,77.6872,2021,7,20,9,2.3,262,0,0,4.4,340,812,999999,25.2,0,999999
S0919,830919,33.4025,97.8178,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,999999,999999,999999
Y5946,895946,41.5461,79.1644,2021,7,20,9,2.1,111,0,0,2.6,114,859,1004.9,19,47,7.4
S8396,838396,33.1333,104.1833,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,999999,999999,999999
Y5230,895230,43.1008,82.7089,2021,7,20,9,2.5,357,0,0,6.9,19,855,996.9,26.7,20,1.9
Y5063,895063,43.4017,88.1456,2021,7,20,9,1.5,244,0,0,3.5,230,851,998.8,33.3,13,1.2
Y5682,895682,45.3203,84.7894,2021,7,20,9,4.3,143,0,0,11,126,823,999999,37.8,10,1
Y6198,896198,38.2317,77.3847,2021,7,20,9,0.5,347,0,0,2.3,250,803,1003.8,24.3,59,15.8
Y6101,896101,37.8297,75.5183,2021,7,20,9,0,999017,0,0,6.4,239,815,998.3,15.1,61,7.6
Y5367,895367,47.9439,88.1106,2021,7,20,9,0.5,313,0,0,7,101,840,1001.1,29,22,5.2
Y5289,895289,43.9794,81.7078,2021,7,20,9,1.4,260,0,0,4,251,844,998.7,31.8,25,9.4
Y5252,895252,44.0242,81.3278,2021,7,20,9,2.6,162,0,0,4.4,164,858,997.6,35.8,15,5.2
Y5299,895299,43.1764,81.1067,2021,7,20,9,1,352,0,0,3.6,349,819,1002.7,23.5,33,6.3
Y5314,895314,46.1753,90.8386,2021,7,20,9,7,272,0,0,9.7,278,859,1001.8,28.2,23,5.1
Y5325,895325,46.3158,90.3847,2021,7,20,9,5,273,0,0,8.9,269,857,1000.8,30.4,14,-0.1
B3032,663032,39.8811,114.8447,2021,7,20,9,3.8,218,0,0,6.7,216,859,1001.2,27.3,51,16.3
B1096,661096,37.1981,114.7106,2021,7,20,9,1.4,259,0,0,2.2,321,807,999999,27.8,999999,999999
Y5787,895787,42.7769,88.6678,2021,7,20,9,2,27,0,0,3.3,76,821,996.3,39.9,13,6.3
Y5409,895409,46.4019,82.8311,2021,7,20,9,2.9,144,0,0,4.9,162,855,1004.3,35.2,28,14
Y6099,896099,39.7181,74.7383,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,20.3,999999,999999
Y5672,895672,46.2089,85.6322,2021,7,20,9,5.4,134,0,0,9.2,175,847,979.4,35.9,14,4.3
Y5470,895470,44.0717,84.8289,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,21.7,999999,999999
Y5908,895908,41.8183,83.8372,2021,7,20,9,2.2,170,0,0,5.8,201,801,999.7,31.5,29,11.3
Y5368,895368,47.1061,87.1856,2021,7,20,9,4,44,0,0,5,30,814,1000,29.5,37,13.3
Y5441,895441,46.9519,83.1097,2021,7,20,9,2.8,157,0,0,5.5,167,856,998.7,32.1,18,4.8
Y5483,895483,44.0136,85.6522,2021,7,20,9,6.8,61,0,0,9.4,87,839,1001.4,31.2,24,8.3
52958,52958,35.2592,100.6553,2021,7,20,9,2.7,57,0,0,7,100,827,984.3,24.2,28,4.5
Y5544,895544,44.0686,88.7875,2021,7,20,9,2.3,96,0,0,6.9,105,850,1001.2,35.3,14,3.8
Y5333,895333,47.2389,86.0972,2021,7,20,9,3.4,43,0,0,7,71,829,1001.7,26.2,24,4.1
51371,51371,44.9861,88.3631,2021,7,20,9,2.6,138,0,0,5.8,153,805,998.3,35.2,9,-2.4
Y5480,895480,45.1914,85.2733,2021,7,20,9,2.8,176,0,0,4.1,205,831,991.8,37.5,22,12.2
Y5582,895582,43.8369,89.3683,2021,7,20,9,3.7,29,0,0,7.7,24,830,997,30.7,16,2
Y5893,895893,41.9531,84.065,2021,7,20,9,6.4,143,0,0,9.4,121,833,998.7,29.9,29,10
57011,57011,34.7439,106.1483,2021,7,20,9,6.7,124,0,0,9.6,120,830,1001.8,26.3,58,17.4
Y5860,895860,38.5178,88.3681,2021,7,20,9,4.5,6,0,0,15.4,0,843,997,30.6,24,7.8
Y6164,896164,39.3197,75.5769,2021,7,20,9,2.5,69,0,0,5.7,87,806,1002.4,23.8,50,12.8
Y5728,895728,44.5719,85.5072,2021,7,20,9,1.7,93,0,0,3.6,40,818,998.4,34.6,23,10.5
Y6060,896060,40.0589,76.6364,2021,7,20,9,2.9,296,0.1,0,5,304,844,1005.6,18.8,63,11.6
Y5538,895538,44.2175,86.6939,2021,7,20,9,0,999017,0,0,1.8,190,843,998.6,35.6,15,5
Y5280,895280,44.2428,81.6175,2021,7,20,9,3.3,264,0,0,8.5,250,809,1000.5,26.3,22,2.9
Y5642,895642,44.4997,83.4461,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,34,999999,999999
Y5639,895639,44.6678,83.1861,2021,7,20,9,999999,999999,0,0,999999,999999,999999,999999,39.2,999999,999999
Y5761,895761,43.1706,89.2189,2021,7,20,9,2.1,253,0,0,9.5,120,850,996.9,33,12,-0.2
